Gene_acc,Gene_id,WT1,WT2,WT3,Minus1,Minus2,Minus3,Desc
2837,Tb927.9.5210,1052500.0,1196800.0,1089100.0,1164700.0,1191300.0,1086000.0,"glutaminyl-tRNA synthetase, putative"
2838,Tb927.11.13050,4164900.0,4820100.0,4258400.0,4321600.0,4740700.0,4194300.0,calmodulin
2839,Tb927.11.11340,220270.0,257810.0,234520.0,249990.0,262680.0,244910.0,gamma-tubulin complex component 3
2840,Tb927.8.2590,180160.0,204080.0,193200.0,204360.0,211710.0,193700.0,Basal body protein
2841,Tb927.3.1670,674160.0,760870.0,706180.0,731730.0,770070.0,706610.0,"Cilia- and flagella-associated protein 251, putative"
2842,Tb927.6.4440,359390.0,414660.0,414790.0,460290.0,476640.0,436910.0,RNA-binding protein 42 (RNA-binding motif protein 42)
2843,Tb927.11.14120,470140.0,529500.0,484600.0,575640.0,595920.0,557060.0,"phenylalanyl-tRNA synthetase alpha chain, putative"
2844,Tb927.11.13870,101440.0,118980.0,106430.0,113870.0,119230.0,111980.0,"uncharacterized protein, PH0010 family/AmmeMemoRadiSam system protein A, putative"
2845,Tb927.8.5300,341980.0,382620.0,348210.0,386340.0,411640.0,379090.0,"hypothetical protein, conserved"
2846,Tb927.11.13320,84438.0,85900.0,81973.0,87949.0,91260.0,84743.0,"hypothetical protein, conserved"
2847,Tb927.6.1940,99597.0,118620.0,110440.0,102010.0,106590.0,97611.0,"leucine-rich repeat protein (LRRP), putative"
2848,Tb927.10.7470,116420.0,127970.0,115590.0,137010.0,147380.0,126710.0,"RNA-binding protein, putative"
2849,Tb927.3.2130,214350.0,271130.0,233380.0,224680.0,238710.0,214060.0,"RNA pseudouridylate synthase, putative"
2850,Tb927.11.900,1338100.0,1485700.0,1352000.0,1091400.0,1152700.0,1074500.0,"isocitrate dehydrogenase, putative"
2851,Tb927.11.3520,87036.0,100270.0,96819.0,94269.0,97017.0,85734.0,"Acyl CoA binding protein, putative"
2852,Tb927.10.11000,25353.0,26973.0,24969.0,25699.0,24609.0,23977.0,"hypothetical protein, conserved"
2853,Tb927.8.4330,549300.0,621600.0,543430.0,621520.0,635810.0,598070.0,small GTP-binding protein Rab11
2854,Tb927.5.3930,83786.0,101680.0,98077.0,90151.0,93832.0,87781.0,"major facilitator superfamily, putative"
2855,Tb927.10.8230,2392100.0,2764800.0,2505700.0,3519500.0,3732200.0,3368200.0,protein disulfide isomerase 2
2856,Tb927.3.2440,297690.0,345810.0,306520.0,348920.0,387300.0,342250.0,AGC essential kinase 1
2857,Tb927.11.860,75425.0,77573.0,81227.0,82404.0,79632.0,75687.0,"leucine-rich repeat protein (LRRP), putative"
2858,Tb927.9.5220,217460.0,245430.0,222030.0,225310.0,238730.0,222380.0,conserved protein
2859,Tb927.1.2210,337390.0,379970.0,348200.0,406330.0,417300.0,383760.0,"nucleosome assembly protein (NAP), putative"
2860,Tb927.3.1290,700330.0,802390.0,741540.0,791700.0,825400.0,755530.0,"cullin 4B, putative"
2861,Tb927.10.6710,11305.0,12250.0,11952.0,13352.0,14476.0,13300.0,"hypothetical protein, conserved"
2862,Tb927.10.16100,1035700.0,1178000.0,1069800.0,1386100.0,1484800.0,1372200.0,"FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase, putative"
2863,Tb927.11.11430,427330.0,491010.0,456610.0,476520.0,494810.0,451250.0,"cullin 1, putative"
2864,Tb927.11.14970,580560.0,653570.0,596030.0,674890.0,699160.0,636670.0,"hypothetical protein, conserved"
2865,Tb927.11.1540,181120.0,206220.0,193160.0,163960.0,165250.0,160930.0,isovaleryl-CoA dehydrogenase
2866,Tb927.3.2010,116560.0,131150.0,118020.0,119790.0,125970.0,115310.0,"hypothetical protein, conserved"
2867,Tb927.8.5030,174380.0,194240.0,177310.0,223550.0,230000.0,219070.0,"transport protein particle (TRAPP) component, Bet3, putative"
2868,Tb927.6.1730,495080.0,555700.0,520180.0,541630.0,564780.0,524680.0,"hypothetical protein, conserved"
2869,Tb927.11.8280,130600.0,154250.0,152280.0,166980.0,176010.0,163050.0,"hypothetical protein, conserved"
2870,Tb927.7.5570,191760.0,206820.0,196610.0,192740.0,197810.0,187280.0,cell cycle associated protein MOB1-A
2871,Tb927.11.3860,321800.0,348100.0,330730.0,325410.0,336770.0,298790.0,"hypothetical protein, conserved"
2872,Tb927.8.5880,276220.0,305620.0,278420.0,391950.0,407900.0,384120.0,"eukaryotic translation initiation factor 1A, putative"
2873,Tb927.4.2180,702600.0,801470.0,740190.0,771740.0,788290.0,731840.0,"60S ribosomal protein L35a, putative"
2874,Tb10.v4.0041,234800.0,257130.0,251610.0,253010.0,260040.0,244930.0,"PUB domain containing protein, putative"
2875,Tb927.9.14180,192610.0,225640.0,198250.0,212440.0,224920.0,204410.0,"chaperone protein DnaJ, putative"
2876,Tb927.7.2390,799180.0,891580.0,826430.0,938860.0,968230.0,891460.0,Tripartite attachment complex protein 102
2877,Tb927.6.1260,148880.0,161030.0,149300.0,155420.0,156960.0,153610.0,"proteasome beta-1 subunit, putative"
2878,Tb927.11.2430,6324500.0,7239800.0,6475800.0,6710100.0,7064000.0,6456500.0,"Cytoplasmic dynein 2 heavy chain (DYNC2H2), putative"
2879,Tb927.3.4230,446880.0,515390.0,470960.0,522340.0,563490.0,509140.0,"serine peptidase, clan SB, family S8-like protein"
2880,Tb927.10.12490,382460.0,428930.0,415610.0,411960.0,422210.0,398710.0,"kinesin, putative"
2881,Tb927.7.580,181280.0,205410.0,194360.0,224350.0,235580.0,214140.0,"GTP-binding protein, putative"
2882,Tb927.8.4440,73395.0,82766.0,79907.0,78146.0,83666.0,79040.0,mitochondrial carrier protein
2883,Tb927.9.9870,493270.0,564470.0,522420.0,563280.0,601280.0,535770.0,"Kinesin-13 6, putative"
2884,Tb927.8.1790,78569.0,87194.0,78498.0,69871.0,71795.0,61587.0,"hypothetical protein, conserved"
2885,Tb927.8.3830,21033.0,27021.0,22824.0,20720.0,23417.0,18740.0,mitochondrial
2886,Tb927.10.13830,166020.0,183340.0,171800.0,177690.0,176930.0,172680.0,Presequence translocase-associated motor 27
2887,Tb927.9.2130,60916.0,70800.0,65462.0,76536.0,80444.0,73000.0,"hypothetical protein, conserved"
2888,Tb927.8.3660,439540.0,506620.0,450460.0,472820.0,494360.0,444480.0,protein transport protein SEC23
2889,Tb927.11.15250,290500.0,325760.0,293670.0,302510.0,325840.0,285480.0,"hypothetical protein, conserved"
2890,Tb927.4.610,226040.0,260800.0,240370.0,284890.0,299400.0,274990.0,"PX domain containing protein, putative"
2891,Tb927.7.4790,367780.0,415350.0,373670.0,382630.0,415210.0,365710.0,proteasome beta 6 subunit
2892,Tb927.11.9640,953450.0,1102600.0,979770.0,1123400.0,1188600.0,1074000.0,"glycyl-tRNA synthetase, putative"
2893,Tb927.10.340,168080.0,185250.0,169580.0,160070.0,164360.0,149520.0,"mitochondrial structure specific endonuclease I (SSE-1), putative"
2894,Tb927.9.6760,129430.0,145900.0,178070.0,140510.0,139280.0,134430.0,"hypothetical protein, conserved"
2895,Tb927.11.9300,102430.0,117430.0,111890.0,109530.0,113670.0,112320.0,"Domain of unknown function (DUF3342), putative"
2896,Tb927.8.7850,79951.0,94970.0,82580.0,78151.0,82691.0,72766.0,"hypothetical protein, conserved"
2897,Tb927.3.4220,71867.0,82516.0,73451.0,79646.0,95455.0,79521.0,"Zn-finger domain protein, putative"
2898,Tb927.11.6960,121710.0,130400.0,129440.0,127680.0,137660.0,124980.0,"ATG16/SAP18/CVT11/APG16, putative"
2899,Tb927.7.4890,112070.0,122900.0,116370.0,137670.0,140830.0,128480.0,Present in the outer mitochondrial membrane proteome 34
2900,Tb927.6.2620,146470.0,164840.0,152870.0,138440.0,141710.0,131910.0,"hypothetical protein, conserved"
2901,Tb927.9.13470,181300.0,201820.0,193220.0,191240.0,202800.0,185440.0,"hypothetical protein, conserved"
2902,Tb927.4.4050,356450.0,413710.0,379790.0,437730.0,458840.0,414400.0,glycosomal transporter (GAT1)
2903,Tb927.11.2550,71191.0,74086.0,71826.0,79038.0,77584.0,71644.0,"recombinase rad51, putative"
2904,Tb927.11.2260,274260.0,279790.0,281820.0,310350.0,305330.0,289640.0,Eukaryotic translation initiation factor 4E-1
2905,Tb927.11.2010,61009.0,69773.0,69613.0,62184.0,70848.0,66843.0,"hypothetical protein, conserved"
2906,Tb927.11.3690,180070.0,208630.0,184210.0,168680.0,178200.0,172210.0,"Alpha/beta hydrolase family, putative"
2907,Tb927.10.10740,128160.0,144900.0,130200.0,145510.0,156190.0,138500.0,"hypothetical protein, conserved"
2908,Tb927.7.1780,245760.0,261950.0,233520.0,300660.0,415400.0,287030.0,"Adenine phosphoribosyltransferase, putative"
2909,Tb927.11.14080,57805.0,60778.0,57311.0,60511.0,61914.0,64211.0,cyclin 2
2910,Tb927.10.12870,310280.0,349750.0,335020.0,329650.0,349800.0,333300.0,Basal body protein
2911,Tb927.7.3880,742030.0,844670.0,762380.0,793540.0,817340.0,757470.0,Basal body protein
2912,Tb927.5.2650,78375.0,92790.0,83407.0,91956.0,92832.0,85428.0,L-galactonolactone oxidase
2913,Tb927.9.9270,58235.0,70857.0,66896.0,74969.0,79790.0,69007.0,"hypothetical protein, conserved"
2914,Tb927.4.3850,378950.0,431060.0,382880.0,411610.0,414670.0,400080.0,"NLE (NUC135) domain/WD domain, G-beta repeat, putative"
2915,Tb927.10.14610,779640.0,892510.0,814040.0,833240.0,867390.0,780060.0,"leucine-rich repeat protein (LRRP), putative"
2916,Tb927.1.4180,668830.0,767110.0,712130.0,706570.0,721260.0,689600.0,"leucine-rich repeat protein (LRRP), putative"
2917,Tb927.11.13380,636530.0,735410.0,670330.0,717260.0,785880.0,701880.0,VSG Exclusion Protein 2
2918,Tb927.10.12090,99215.0,115910.0,106580.0,114630.0,119580.0,112770.0,"RNA-binding protein, putative"
2919,Tb927.9.8200,530480.0,609200.0,551600.0,562290.0,585160.0,559750.0,"Pescadillo N-terminus/BRCA1 C Terminus (BRCT) domain containing protein, putative"
2920,Tb927.10.6310,506410.0,573530.0,532420.0,716440.0,744710.0,689980.0,"major vault protein, putative"
2921,Tb927.11.10770,93660.0,113250.0,97986.0,124950.0,133340.0,123070.0,"VHS domain containing protein, putative"
2922,Tb927.10.8360,209250.0,236370.0,221890.0,232170.0,249440.0,226650.0,Poly(A)-specific ribonuclease PARN-2
2923,Tb927.7.3610,87372.0,97594.0,90251.0,87089.0,92484.0,86887.0,"hypothetical protein, conserved"
2924,Tb927.10.7840,22792.0,26020.0,24491.0,23720.0,25745.0,24232.0,"hypothetical protein, conserved"
2925,Tb927.11.14410,204550.0,227560.0,213800.0,209440.0,226330.0,201980.0,"Ankyrin repeats (3 copies), putative"
2926,Tb927.11.5590,280450.0,330710.0,300990.0,322570.0,331720.0,312230.0,Anaphase-promoting complex-associated protein AP1
2927,Tb927.2.4980,187200.0,218130.0,198830.0,240010.0,237980.0,220960.0,"EMG1/NEP1 methyltransferase, putative"
2928,Tb927.10.5670,956940.0,1078200.0,1010100.0,1134200.0,1179100.0,1101900.0,"N-acetyltransferase subunit Nat1, putative"
2929,Tb927.9.8820,763050.0,880870.0,807910.0,805530.0,866630.0,793250.0,"hypothetical protein, conserved"
2930,Tb11.v5.0713,1767900.0,2008900.0,1804900.0,1913500.0,2000400.0,1847000.0,"Retrotransposon hot spot protein 6 (RHS6), putative"
2931,Tb927.10.13220,43203.0,47796.0,41808.0,43227.0,46806.0,45240.0,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative"
2932,Tb927.11.12670,171420.0,201080.0,179680.0,200950.0,214170.0,187660.0,"Methyltransferase TYW3, putative"
2933,Tb927.4.4130,233450.0,260590.0,238080.0,225040.0,229280.0,214600.0,"Flagellar-associated protein 59, putative"
2934,Tb927.9.5020,184590.0,211070.0,189450.0,163180.0,173920.0,159310.0,"HMG-box domain containing protein, putative"
2935,Tb927.11.16930,121900.0,131150.0,129280.0,138360.0,145850.0,130050.0,"ABC transporter of the mitochondrion, putative"
2936,Tb927.10.4670,67072.0,77272.0,72813.0,80143.0,78862.0,75953.0,"hypothetical protein, conserved"
2937,Tb927.7.3070,296750.0,341890.0,294280.0,320400.0,350970.0,311990.0,"UAA transporter family, putative"
2938,Tb927.11.9190,185520.0,219830.0,202560.0,193220.0,207120.0,197250.0,Serine/threonine-protein kinase VPS15
2939,Tb927.11.2330,381160.0,437300.0,395500.0,376860.0,405720.0,361170.0,"molybdopterin synthase sulphurylase protein, putative"
2940,Tb927.11.6440,590400.0,674450.0,623240.0,789830.0,807620.0,738650.0,"hypothetical protein, conserved"
2941,Tb927.9.6090,233380.0,266480.0,248100.0,266780.0,268770.0,246750.0,"PTP1-interacting protein, 39 kDa"
2942,Tb927.10.12830,51713.0,56695.0,52983.0,51352.0,51945.0,48346.0,"acetyltransferase, putative"
2943,Tb927.7.6610,666900.0,760280.0,722250.0,799230.0,850890.0,772340.0,"hypothetical protein, conserved"
2944,Tb927.5.3940,219830.0,242880.0,225050.0,235500.0,246420.0,229720.0,"helicase, putative"
2945,Tb927.9.1790,45937.0,49411.0,49203.0,59068.0,65395.0,57353.0,"hypothetical protein, conserved"
2946,Tb927.8.4690,26217.0,29253.0,25367.0,25842.0,27493.0,21942.0,"hypothetical protein, conserved"
2947,Tb927.5.130,109790.0,126320.0,113340.0,102380.0,111750.0,105250.0,"variant surface glycoprotein (VSG)-related, putative"
2948,Tb927.10.9420,126880.0,138620.0,132510.0,145990.0,161030.0,146510.0,"mitochondrial chaperone BCS1, putative"
2949,Tb927.11.5180,434840.0,487190.0,449440.0,507750.0,521450.0,486110.0,"hypothetical protein, conserved"
2950,Tb927.10.6480,178890.0,200170.0,196820.0,199500.0,219040.0,196720.0,"hypothetical protein, conserved"
2951,Tb927.4.4810,30114.0,31451.0,31295.0,34782.0,36361.0,30737.0,"hypothetical protein, conserved"
2952,Tb927.11.14780,460730.0,523570.0,477810.0,480800.0,511260.0,478000.0,phosphomannose isomerase
2953,Tb927.2.1210,692600.0,792820.0,719290.0,757430.0,788300.0,726350.0,"retrotransposon hot spot protein 4 (RHS4), putative"
2954,Tb927.6.410,132840.0,150250.0,147310.0,168180.0,173800.0,158610.0,"hypothetical protein, conserved"
2955,Tb927.11.4400,255170.0,289700.0,256870.0,267490.0,281340.0,254160.0,"hypothetical protein, conserved"
2956,Tb927.10.1560,400190.0,454160.0,428920.0,468270.0,469760.0,457320.0,Nucleolar protein 91
2957,Tb927.8.620,131930.0,148790.0,134940.0,167220.0,169490.0,155020.0,KREPA3
2958,Tb927.3.3360,175100.0,187790.0,184500.0,160690.0,165140.0,157600.0,"acyltransferase, putative"
2959,Tb927.6.3560,39991.0,48357.0,45997.0,44766.0,46923.0,41932.0,"hypothetical protein, conserved"
2960,Tb927.10.11090,22383.0,23974.0,21557.0,20624.0,20861.0,22367.0,"hypothetical protein, conserved"
2961,Tb927.11.13950,94465.0,108170.0,98493.0,92719.0,100950.0,95194.0,"Mut7-C RNAse domain containing protein, putative"
2962,Tb927.9.7620,466480.0,555790.0,484300.0,495250.0,527950.0,475620.0,"60S ribosomal protein L11, putative"
2963,Tb927.10.9190,1347000.0,1535500.0,1383700.0,1530700.0,1608400.0,1484400.0,"isoleucyl-tRNA synthetase, putative"
2964,Tb927.8.2750,12513.0,14089.0,14910.0,11835.0,11569.0,12702.0,"hypothetical protein, conserved"
2965,Tb927.2.5610,95058.0,116960.0,104370.0,137840.0,144920.0,131470.0,Present in the outer mitochondrial membrane proteome 22B
2966,Tb927.9.8130,266400.0,302470.0,285340.0,332070.0,352790.0,327750.0,"nascent polypeptide associated complex subunit, putative"
2967,Tb927.10.1880,42508.0,49449.0,41137.0,49815.0,55015.0,50469.0,"hypothetical protein, conserved"
2968,Tb927.10.5080,173050.0,194900.0,170100.0,201720.0,205930.0,185210.0,GPI transamidase component Tta2
2969,Tb927.11.5560,130710.0,148330.0,141860.0,160240.0,159420.0,161230.0,"hypothetical protein, conserved"
2970,Tb927.10.10650,23158.0,27190.0,26898.0,20038.0,21262.0,19936.0,"cytosolic Fe-S cluster assembly factor NAR1, putative"
2971,Tb927.4.3030,32479.0,39149.0,35688.0,35819.0,39878.0,33243.0,mediator of rna polymerase ii transcription subunit 2
2972,Tb927.11.12310,115640.0,129500.0,120490.0,113370.0,126800.0,113810.0,cdc2-related kinase 12
2973,Tb927.7.820,209360.0,242920.0,212820.0,257280.0,273660.0,242410.0,"dynein arm light chain, axonemal, putative"
2974,Tb927.9.10710,230240.0,253900.0,243440.0,273460.0,278170.0,251260.0,hsp70 subfamily B suppressor 1
2975,Tb927.10.13720,431170.0,489270.0,439200.0,502670.0,524770.0,484960.0,"RNA-binding protein 29, putative"
2976,Tb927.10.650,129260.0,146000.0,133400.0,130460.0,141600.0,127630.0,Component of motile flagella 17
2977,Tb927.3.810,31188.0,35066.0,36182.0,35054.0,35847.0,33709.0,"hypothetical protein, conserved"
2978,Tb927.11.3360,675410.0,775740.0,715370.0,739530.0,768270.0,706360.0,Component of motile flagella 22
2979,Tb927.5.3590,115410.0,130090.0,124100.0,135850.0,145110.0,137240.0,"Putative zinc finger motif, C2HC5-type/ASCH domain containing protein, putative"
2980,Tb927.9.6010,151450.0,169980.0,165230.0,172520.0,186980.0,175280.0,"DNA repair protein Rad9, putative"
2981,Tb927.11.4680,78700.0,89456.0,83584.0,76088.0,81360.0,71544.0,"SURF1 family, putative"
2982,Tb927.10.5990,491300.0,567740.0,526190.0,545900.0,580410.0,525090.0,"Centrosomal protein of 57 kDa, putative"
2983,Tb927.7.700,310600.0,343840.0,331380.0,360740.0,377540.0,342520.0,Nucleolar protein 74
2984,Tb927.10.4660,162880.0,173020.0,170090.0,203710.0,204970.0,190140.0,"Transcription factor S-II (TFIIS), central domain containing protein, putative"
2985,Tb927.6.3150,2816900.0,3153200.0,2935300.0,2880700.0,3031100.0,2773300.0,Hydin
2986,Tb927.3.3830,525770.0,591640.0,548510.0,570510.0,573500.0,553540.0,"hypothetical protein, conserved"
2987,Tb927.4.2820,235560.0,266520.0,258780.0,251650.0,261070.0,237860.0,"hypothetical protein, conserved"
2988,Tb927.8.7940,745320.0,847860.0,792660.0,909640.0,924980.0,864900.0,"receptor-type adenylate cyclase GRESAG 4, putative"
2989,Tb927.11.960,51662.0,55749.0,52229.0,47151.0,51109.0,49247.0,"ATPase, putative"
2990,Tb927.3.910,313360.0,346790.0,315810.0,373730.0,405010.0,369390.0,tubulin gamma chain
2991,Tb927.11.15210,240340.0,278970.0,257800.0,293260.0,305130.0,272860.0,"TLR4 regulator and MIR-interacting MSAP, putative"
2992,Tb927.9.7650,186480.0,217210.0,186150.0,206460.0,220250.0,190940.0,"ADP-ribosylation factor, putative"
2993,Tb927.5.1210,1086800.0,1221900.0,1147200.0,1221500.0,1272200.0,1186600.0,"short-chain dehydrogenase, putative"
2994,Tb927.11.10820,104610.0,118450.0,105120.0,117310.0,121730.0,115540.0,"Casein kinase II subunit beta, putative"
2995,Tb927.11.10590,97030.0,106140.0,97499.0,96380.0,101460.0,97717.0,"Glutathione S-transferase, C-terminal domain containing protein, putative"
2996,Tb927.9.6070,1503200.0,1713900.0,1585300.0,1773500.0,1846500.0,1695000.0,"40S ribosomal protein S3, putative"
2997,Tb927.10.7340,681140.0,771110.0,720230.0,753590.0,799780.0,735160.0,"40S ribosomal protein S24E, putative"
2998,Tb927.11.2880,246370.0,287010.0,267150.0,258200.0,275770.0,257350.0,"kinesin, putative"
2999,Tb927.6.2660,35307.0,33886.0,37381.0,36690.0,37954.0,34410.0,"hypothetical protein, conserved"
3000,Tb927.8.2820,492440.0,572450.0,530170.0,611240.0,655170.0,596470.0,"hypothetical protein, conserved"
3001,Tb927.6.4670,1222200.0,1390200.0,1283700.0,1348800.0,1420300.0,1305000.0,MORN repeat-containing protein 1
3002,Tb927.10.830,363990.0,408040.0,379580.0,438740.0,460560.0,417900.0,"adenylate kinase, putative"
3003,Tb927.2.3440,47172.0,54164.0,49435.0,54243.0,56708.0,47678.0,"cysteine peptidase, Clan CA, family C51, putative"
3004,Tb927.3.3490,1464000.0,1682100.0,1500300.0,1495500.0,1584800.0,1447000.0,High mobility group protein TDP1
3005,Tb927.5.1060,92841.0,108420.0,105320.0,121120.0,125720.0,108390.0,"mitochondrial processing peptidase, beta subunit, putative"
3006,Tb927.10.14090,24157.0,28330.0,25164.0,29690.0,33611.0,31877.0,"transporter, putative"
3007,Tb927.8.1590,1403700.0,1575400.0,1468800.0,1690400.0,1771300.0,1592900.0,"ubiquitin-protein ligase, putative"
3008,Tb927.10.3800,85776.0,99635.0,92095.0,92841.0,94119.0,84877.0,predicted RING finger protein
3009,Tb927.8.7990,1649400.0,1865900.0,1672300.0,1971800.0,2095900.0,1905200.0,"Thioredoxin-like/Protein of unknown function (DUF3638)/Protein of unknown function (DUF3645), putative"
3010,Tb927.5.3430,201040.0,235560.0,216990.0,235450.0,256000.0,222560.0,"ubiquitin-activating enzyme E1, putative"
3011,Tb927.8.6390,549840.0,615610.0,571620.0,706680.0,738780.0,682980.0,"lysophospholipase, putative"
3012,Tb927.5.2310,135340.0,152820.0,137100.0,141540.0,149450.0,134440.0,"Phosphorylated CTD interacting factor 1 WW domain containing protein, putative"
3013,Tb927.3.1480,41116.0,46702.0,46452.0,43249.0,46618.0,42834.0,"hypothetical protein, conserved"
3014,Tb927.7.4150,114940.0,132860.0,121910.0,114190.0,122280.0,109660.0,"hypothetical protein, conserved"
3015,Tb927.11.6070,225610.0,255100.0,224970.0,218240.0,234440.0,215740.0,"hypothetical protein, conserved"
3016,Tb927.10.5470,45839.0,62359.0,53067.0,58270.0,64101.0,55883.0,"hypothetical protein, conserved"
3017,Tb927.9.9030,50909.0,56486.0,54797.0,51598.0,52358.0,48995.0,"hypothetical protein, conserved"
3018,Tb927.9.7540,244240.0,279370.0,257790.0,236480.0,247680.0,230800.0,"cysteine peptidase, Clan CA, family C2, putative"
3019,Tb927.10.14770,877880.0,1007100.0,901180.0,995650.0,1026200.0,959050.0,Associated kinase of Tb14-3-3
3020,Tb927.8.4840,125210.0,147370.0,130500.0,142500.0,147220.0,129930.0,"kinesin, putative"
3021,Tb927.6.740,460040.0,524150.0,482620.0,515180.0,539880.0,493170.0,"ATP-dependent DEAH-box RNA helicase, putative"
3022,Tb927.9.4920,44159.0,50504.0,46391.0,46173.0,49405.0,44700.0,"hypothetical protein, conserved"
3023,Tb927.5.3600,462410.0,525030.0,481820.0,541390.0,567230.0,511470.0,"ATP-dependent DEAD/H RNA helicase, putative"
3024,Tb927.8.3960,30100.0,33310.0,32579.0,26017.0,30731.0,26123.0,"hypothetical protein, conserved"
3025,Tb927.4.3040,205660.0,234400.0,219250.0,251370.0,255150.0,238600.0,Enriched in surface-labeled proteome protein 11
3026,Tb927.11.10410,28153.0,33144.0,30628.0,33367.0,35063.0,33660.0,"Cornichon protein, putative"
3027,Tb927.2.830,339770.0,371620.0,347320.0,345500.0,348610.0,327630.0,"retrotransposon hot spot protein 1 (RHS1), interrupted"
3028,Tb927.9.1660,92266.0,110390.0,97920.0,96834.0,100420.0,90785.0,"hypothetical protein, conserved"
3029,Tb927.2.3930,248150.0,267740.0,252440.0,277940.0,292790.0,268900.0,dna replication licensing factor mcm3
3030,Tb927.3.2710,141970.0,160510.0,146380.0,156740.0,168160.0,158660.0,6-phosphofructo-2-kinase 2
3031,Tb927.4.2040,110580.0,129430.0,118040.0,115540.0,125520.0,113510.0,DNA/RNA-binding protein Alba 3
3032,Tb927.10.11430,12095.0,14324.0,14827.0,17665.0,17636.0,17164.0,"hypothetical protein, conserved"
3033,Tb927.6.3020,132460.0,148890.0,137180.0,133760.0,137950.0,126730.0,"hypothetical protein, conserved"
3034,Tb927.11.4030,694720.0,796240.0,739330.0,922680.0,955860.0,882290.0,"hypothetical protein, conserved"
3035,Tb927.11.9580,73590.0,83644.0,73447.0,76192.0,76688.0,69935.0,"hypothetical protein, conserved"
3036,Tb927.7.7460,736630.0,835940.0,765940.0,888000.0,922720.0,867670.0,"hypothetical protein, conserved"
3037,Tb927.11.1990,1161500.0,1327700.0,1219400.0,1397300.0,1465000.0,1368100.0,"arginyl-tRNA synthetase, putative"
3038,Tb927.4.630,168500.0,186340.0,180230.0,184430.0,195280.0,172550.0,MICOS complex subunit MIC34
3039,Tb927.11.11780,298950.0,340540.0,324720.0,315300.0,327360.0,292170.0,"acyl-CoA dehydrogenase, putative"
3040,Tb927.3.2410,89119.0,101930.0,90450.0,91900.0,95548.0,87384.0,Peroxisome biogenesis factor 10
3041,Tb927.9.5410,417890.0,476710.0,436000.0,470790.0,492680.0,457540.0,"hypothetical protein, conserved"
3042,Tb927.5.1270,141510.0,161900.0,150360.0,155840.0,154240.0,148760.0,Acidic leucine-rich nuclear phosphoprotein 32 family member
3043,Tb927.7.6690,50842.0,57876.0,56866.0,79849.0,85439.0,79541.0,"Trypanosoma specific protein, unknown function"
3044,Tb927.11.5250,222490.0,254020.0,226110.0,233490.0,246610.0,220320.0,"hypothetical protein, conserved"
3045,Tb927.9.10200,81011.0,98897.0,88818.0,86951.0,89269.0,83394.0,"hypothetical protein, conserved"
3046,Tb927.6.630,319600.0,358590.0,330940.0,377790.0,382000.0,361730.0,"hypothetical protein, conserved"
3047,Tb927.6.2800,136180.0,153260.0,137290.0,130680.0,137490.0,126990.0,"hypothetical protein, conserved"
3048,Tb927.9.10690,420110.0,481310.0,450610.0,498930.0,533200.0,475730.0,"Protein of unknown function (DUF2009), putative"
3049,Tb927.3.2320,155720.0,171450.0,159030.0,172590.0,175620.0,167610.0,"COP9 signalosome complex subunit 2, putative"
3050,Tb927.6.4210,385010.0,415310.0,393690.0,465450.0,467570.0,448030.0,"aldehyde dehydrogenase, putative"
3051,Tb927.10.15570,124880.0,144170.0,140530.0,126170.0,133770.0,125560.0,"transcription factor IIa, putative"
3052,Tb927.4.1740,269920.0,302930.0,277900.0,309890.0,321180.0,296410.0,Component of motile flagella 41
3053,Tb927.8.7090,302390.0,356270.0,327240.0,349580.0,366430.0,334390.0,"Component of IIS longevity pathway SMK-1, putative"
3054,Tb927.11.9540,324850.0,373630.0,349540.0,315910.0,330420.0,299450.0,"hypothetical protein, conserved"
3055,Tb927.10.370,86183.0,97616.0,92277.0,95846.0,97191.0,94303.0,"calcineurin B subunit, putative"
3056,Tb927.7.7290,223510.0,240220.0,230420.0,250420.0,258160.0,232950.0,"COG4 transport protein, putative"
3057,Tb927.6.2130,240120.0,274600.0,257870.0,285220.0,294340.0,268560.0,"nuclear movement protein, putative"
3058,Tb927.5.1500,9524.9,11164.0,9719.4,11052.0,11620.0,10503.0,"hypothetical protein, conserved"
3059,Tb927.9.9090,284650.0,324160.0,306750.0,321320.0,345100.0,310930.0,"WD domain, G-beta repeat, putative"
3060,Tb927.10.13580,174590.0,204450.0,180850.0,197520.0,201450.0,183020.0,"major facilitator superfamily protein (MFS), putative"
3061,Tb927.8.1300,119880.0,141440.0,129600.0,134820.0,135830.0,122890.0,"hypothetical protein, conserved"
3062,Tb927.1.3560,86727.0,112720.0,91949.0,88042.0,97135.0,91241.0,"Centrosomal protein of 164 kDa, putative"
3063,Tb927.2.4900,77496.0,89749.0,84637.0,89368.0,95586.0,90362.0,"hypothetical protein, conserved"
3064,Tb927.9.2050,45297.0,54102.0,47337.0,50754.0,52858.0,48714.0,"membrane protein YIP1, putative"
3065,Tb927.11.11580,96582.0,104710.0,107360.0,108750.0,108630.0,107450.0,"hypothetical protein, conserved"
3066,Tb927.10.11930,541040.0,572650.0,537010.0,554150.0,557060.0,528590.0,beta-D-hydroxybutyrate dehydrogenase
3067,Tb927.3.2280,99328.0,120420.0,103670.0,120100.0,121020.0,113460.0,"vacuolar sorting protein 33 , putative"
